datetime,Temp_C,DO_mgL,DO_perc
2022-11-23T04:15:00Z,1.8239333333333336,13.694866666666666,101.74292577202768
2022-11-23T04:30:00Z,1.8026666666666664,13.6768,101.54944946046268
2022-11-23T04:45:00Z,1.8026666666666664,13.643066666666666,101.2989814102999
2022-11-23T05:00:00Z,1.7906,13.6176,101.07642259815324
2022-11-23T05:15:00Z,1.7949333333333333,13.597066666666668,100.93601544147218
2022-11-23T05:30:00Z,1.7990666666666666,13.585866666666666,100.86431201019734
2022-11-23T05:45:00Z,1.787,13.5804,100.79034852749288
2022-11-23T06:00:00Z,1.7835333333333334,13.557,100.6071075165364
2022-11-23T06:15:00Z,1.784266666666667,13.539133333333334,100.4765403396908
2022-11-23T06:30:00Z,1.784266666666667,13.5244,100.3672014090105
2022-11-23T06:45:00Z,1.7956,13.496933333333333,100.19452174266304
2022-11-23T07:00:00Z,1.7971333333333332,13.480666666666666,100.07797645034984
2022-11-23T07:15:00Z,1.796266666666667,13.4846,100.10479632397336
2022-11-23T07:30:00Z,1.7971333333333332,13.477,100.05075579506688
2022-11-23T07:45:00Z,1.8012666666666666,13.4688,100.0012204454762
2022-11-23T08:00:00Z,1.7998666666666667,13.483866666666668,100.10923999022108
2022-11-23T08:15:00Z,1.8047333333333333,13.4986,100.23200749471955
2022-11-23T08:30:00Z,1.809,13.493266666666669,100.20413334087829
2022-11-23T08:45:00Z,1.8168,13.4786,100.11663293750269
2022-11-23T09:00:00Z,1.8466,13.441666666666666,99.92391431510715
2022-11-23T09:15:00Z,1.8522666666666667,13.411066666666668,99.7119239742427
2022-11-23T09:30:00Z,1.838733333333333,13.387333333333332,99.4985461141006
2022-11-23T09:45:00Z,1.8544666666666667,13.383733333333334,99.51469979878868
2022-11-23T10:00:00Z,1.9096666666666664,13.331466666666667,99.2760777051865
2022-11-23T10:15:00Z,1.9416,13.310666666666666,99.20786169709076
2022-11-23T10:30:00Z,1.965666666666667,13.321133333333334,99.35126357807016
2022-11-23T10:45:00Z,1.9788666666666668,13.337066666666669,99.5060112071712
2022-11-23T11:00:00Z,2.0207333333333333,13.373866666666666,99.894821765785
2022-11-23T11:15:00Z,2.0354666666666668,13.405266666666666,100.16967138000278
2022-11-23T11:30:00Z,2.0645333333333333,13.4208,100.36537617391868
2022-11-23T11:45:00Z,2.0644666666666667,13.455866666666669,100.6274336694026
2022-11-23T12:00:00Z,2.1096,13.464066666666668,100.81284482382816
2022-11-23T12:15:00Z,2.1336666666666666,13.481066666666669,101.00640478549924
2022-11-23T12:30:00Z,2.1885333333333334,13.508133333333332,101.36063981897895
2022-11-23T12:45:00Z,2.2112000000000003,13.530933333333332,101.59441280146405
2022-11-23T13:00:00Z,2.199266666666667,13.582666666666666,101.9497108766013
2022-11-23T13:15:00Z,2.2398666666666665,13.6202,102.34447828383472
2022-11-23T13:30:00Z,2.2701333333333333,13.635666666666667,102.54509340173036
2022-11-23T13:45:00Z,2.276333333333333,13.652666666666669,102.69025188007028
2022-11-23T14:00:00Z,2.3011333333333335,13.710333333333333,103.19355018793884
2022-11-23T14:15:00Z,2.3060666666666667,13.7596,103.57825247220276
2022-11-23T14:30:00Z,2.3188,13.820933333333333,104.07595763396344
2022-11-23T14:45:00Z,2.3335333333333335,13.798400000000001,103.9478725653636
2022-11-23T15:00:00Z,2.3216666666666668,13.800133333333331,103.92742145522402
2022-11-23T15:15:00Z,2.3109333333333333,13.853133333333334,104.29613705868616
2022-11-23T15:30:00Z,2.3018666666666667,13.909866666666666,104.69746427779916
2022-11-23T15:45:00Z,2.3034,13.952533333333331,105.02298651973574
2022-11-23T16:00:00Z,2.2918666666666665,13.980933333333333,105.20377200476618
2022-11-23T16:15:00Z,2.3019333333333334,13.980933333333333,105.23256301489592
2022-11-23T16:30:00Z,2.304733333333333,13.969933333333334,105.1577697580107
2022-11-23T16:45:00Z,2.3011333333333335,13.9672,105.12690823356932
2022-11-23T17:00:00Z,2.2998666666666665,13.959666666666667,105.06658979262046
